Date	Code	Headline	Relevance
10-Apr	HUR	Turkey’s hazelnut export revenues hit $1 billion	0
10-Apr	HUR	Turkish Central Bank reserves rise to $75 billion	0
10-Apr	HUR	Foreign trade deficit shrank 67 percent in March	0
10-Apr	HUR	Turkey's exports with $44.5 billion hit all-time high in Q1	0
10-Apr	HUR	Turkey's Central Bank raises swap sale limits	0
10-Apr	HUR	Germany eyes closer economic ties with Turkey: Official	0
10-Apr	HUR	Big switch to Istanbul Airport to last 45 hours	0
10-Apr	REU	EMERGING MARKETS-Stocks muted as growth fears weigh; focus on Turkey's lira	1
0-Jan	CTX	Brazil's Bolsonaro meets with Islamic countries' ambassadors	0
0-Jan	NTX	Cumple Bolsonaro cien días de gobierno con creciente insatisfacción	0
0-Jan	GO1	DoJ Nevada: Brazilian Man Sentenced To Eight Years In Prison For Credit And Debit Card Fraud Scheme	0
0-Jan	BES	Bolsonaro affirms to Islamic ambassadors that Brazil is friend of all the countries, without exception	0
0-Jan	BES	Estadão: Bolsonaro opens agenda for parliamentarians and will release amendments to help mayors	0
0-Jan	BES	UOL Brasil: House extends incentives for builders of My Home, My Life	1
10-Apr	BFW	Brazil Govt Announces Closure of 6 Dams in Minas Gerais State	0
10-Apr	BFW	*BRAZIL GOVT ANNOUNCES CLOSURE OF 6 DAMS IN MINAS GERAIS STATE	0
10-Apr	BFW	Brazil Govt Leader in Senate Says Political Mood Has Improved	1
10-Apr	SBN	BNDES pagará cobertura de divisas con ventas de acciones	0
10-Apr	BUS	Amcor and Bemis Transaction Receives Unconditional Antitrust Clearance from Brazil	0
10-Apr	BES	CNBC Wires: Brazil pension savings of 700 bln reais would not be enough -Treasury Secretary	1
10-Apr	BFW	Brazil’s Marinho Says Govt Expects No Less Than BRL1t W/ Reform	1
10-Apr	BFW	*BRAZIL GOVT SENATOR SAYS PENSION BILL TO PASS BY MID-SEPTEMBER	1
10-Apr	GO7	President Macri received the chancellor of Brazil	0
10-Apr	APW	Red-stained Brazil Flags At Burial of Man Shot By Military	0
10-Apr	BFW	Real Extends Gains as Guedes Hits New York	0
10-Apr	BFW	Brazil´s Cade Fines Gas Stations Incluiding BR, Ipiranga BRL157m	0
10-Apr	REU	Brazil's Campos Neto says controlling inflation trumps boosting growth	1
0-Jan	NTX	Priority for Mexico to address causes of violence: chancellery	0
0-Jan	CTX	Mexican foreign minister calls U.S. border blockade "bad idea"	0
0-Jan	NTX	Ministry of Health holds meetings with resident doctors	0
0-Jan	NTX	Peasants march to the Ministry of the Interior	0
0-Jan	NTX	Secretary of Health holds meetings with resident doctors	0
0-Jan	GO7	INE approves modifications to the ballot and documentation of the Extraordinary Election of Puebla	0
0-Jan	GO7	The initiative of Sen. Antonio García Conejo (PRD) aims to empower the Bank of Mexico to analyze	1
0-Jan	NTX	Ministry of Health issues preventive travel measures for measles	0
0-Jan	NTX	INE approves changes to the ballot and documentation of the extraordinary election of Puebla	0
0-Jan	NTX	Court denies amparo to former governor of Michoacán against journalist	0
0-Jan	GO7	The Ministry of Health recommends taking preventive measures against measles.	0
10-Apr	GO7	The Secretariat of Energy participates in the «Seventh Meeting with the Earth	0
10-Apr	NTX	Budget, main problem to divide mayors, says mayor	0
10-Apr	GO1	FBI: Indictment: Two Mexican Citizens Sold Heroin, Meth, Guns at KCK Residence	0
10-Apr	NTX	INE has nothing to say about denunciation against Barbosa	0
10-Apr	NTX	Leader of bureaucrats demands López Obrador to keep promises to residents	0
10-Apr	NTX	Migrants send around three million dollars a day of remittances to Zacatecas	0
10-Apr	NTX	Important that prudent public finance goals are met: Banxico	1
10-Apr	NTX	Banxico warns commercial risks in the absence of ratification of T-MEC	1
10-Apr	BFW	Mexico’s 2019-20 Soybean Imports Seen Rising, USDA FAS Says	0
10-Apr	NGI	Dos Bocas Refinery Almost Certain To ‘Destroy Value’ For Pemex, Think Tank Says	1
10-Apr	MXD	Cost of violence rose 10% last year to 5 trillion pesos: Mexico Peace Index	1
11-Apr	BNA	Turkey Tax Agency Updates Special Consumption Tax Rates on Fuels	1
11-Apr	CFL	Anadolu Efes : Annual 12/31/2018	0
11-Apr	NYT	Turkey's Plan for Economy Is Seen as Tepid Response to Downturn	1
11-Apr	SBN	Turks defy Erdogan in play to take over mayor	1
11-Apr	APW	The Latest: Turkey President Says He Hopes Sudan Finds Peace	0
11-Apr	BN	* ERDOGAN SAYS HE WISHES TURKEY-SUDAN GOOD RELATIONS TO CONTINUE	0
11-Apr	BN	Developed Economies 2Q CPI Forecast Steady; U.S. Up to 1.8%	0
11-Apr	BN	* MAY: TURKEY-STYLE EU DEAL WILL NOT GIVE U.K. FLEXIBILITY ON TRADE	0
11-Apr	BN	Game Gives Turks Chance to Defy Erdogan and Install City Mayor	0
11-Apr	BN	Turkey Weakness Is Hurting German Economy More Than China: Chart	0
11-Apr	BN	Turkey Locals' FX Deposits Fell $ 801m, After Rising 12 Weeks (1)	1
11-Apr	BN	Foreigners Sold $ 892 million Turkish Securities This Year	1
11-Apr	BN	Turkey Gross Foreign Exchange Reserves Rose to $ 76.7 Billion	1
11-Apr	BN	Turkish Residents' FX Deposits Fell $ 801 Million Last Week	0
11-Apr	BN	* TURKEY CENBANK GROSS FX RESERVES $ 76.7B IN WEEK TO APR. 05	0
11-Apr	DPA	Kremlin: Turkey could produce parts of Russian S-400 missile system	0
12-Apr	BFW	Brazil President Backs Pension Reform on Live Online Broadcast	1
11-Apr	BES	UOL Brazil: Maia sends PEC of the tax reform to CCJ	0
11-Apr	BN	Brazil's House Speaker Renews Criticism of Bolsonaro Abroad (1)	0
11-Apr	BFW	* BRAZIL PRESIDENT BACKS PENSION REFORM ON LIVE ONLINE BROADCAST	0
11-Apr	BFW	Brazil Cmte Says Budget Bill May be Voted Before Pension: Globe	1
11-Apr	BFW	Brazil's Guedes Says House's Tax Reform Will Surely Be Like His	1
11-Apr	BFW	* BRAZIL CMTE SAYS BUDGET BILL MAY BE VOTED BEFORE PENSION: GLOBO	0
11-Apr	BES	CCJ president says he must meet the request of the 'Core' and reverse agenda next week	0
11-Apr	NTX	Bolsonaro promises advances to 100 days of government, unpopularity grows	0
11-Apr	BFW	Hedge Fund SPX Sees Brazil Pension Vote in 3Q19 as Best Case	1
11-Apr	BES	Estadão: Major Vitor Hugo admits approval of pension reform at the beginning of the second semester	1
11-Apr	SBN	President of the Brazilian Lower Chamber renews criticism of Bolsonaro	0
11-Apr	BFW	Brazil 2019-20 Corn Production Seen Increasing, USDA FAS Says	1
11-Apr	BFW	* BRAZIL 2019-20 CORN PRODUCTION SEEN INCREASING, USDA FAS SAYS	0
11-Apr	BN	* BRAZIL'S SPX SEES PENSION BILL VOTE IN 3Q19 IN BEST SCENARIO	0
11-Apr	BI	BRAZIL INSIGHT: What We Learned From Bolsonaro's First 100 Days	0
11-Apr	BFW	Bolsonaro: Israeli People Decide Where Their Capital's Located	0
11-Apr	BN	Brazil Lower House Speaker Renews Criticism of Bolsonaro Abroad	0
11-Apr	BFW	Brazil CenBank Says Banks Can Bear Growing Demand for Credit	1
11-Apr	BN	* BRAZIL'S BOLSONARO: ISRAEL PEOPLE SHOULD DECIDES ON THEIR CAPITAL	0
12-Apr	NTX	Excess of sugar for export rises 37 percent	0
12-Apr	APW	Mexico Frees 6 Water Rights Activists After Years in Prison	0
12-Apr	NTX	Educational reform depends on legislators, not SEP, says Moctezuma	0
12-Apr	NTX	Banco de México will cut rates in June, anticipates Citibanamex	1
12-Apr	GO1	Dept of Commerce: Remarks by U.S. Commerce Secretary Wilbur L. Ross at the U.S.-Mexico CEO Dialogue Leadership Dinner	0
12-Apr	NTX	They urge SEP to implement anti-bullying strategies	0
12-Apr	BMV	UNIFIN REPORTS INCREASE OF 26.6% IN INTEREST INCOME, REACHING PS.	1
12-Apr	NTX	Recognize companies and development banks that issued green bonds	0
12-Apr	NTX	The private sector is vetoed by companies in health bids	1
11-Apr	GO7	SRE: Sign agreement of collaboration and technical assistance, Government of Mexico and UNESCO	0
11-Apr	BFW	Mexico's Urzua Sees AMLO Ending Term With 4% Growth: Millennium	0
11-Apr	GO7	SRE: Government of Mexico manages the return of national archaeological heritage	0
11-Apr	BN	* MEXICO FINMIN URZUA TALKS TO REPORTERS AT IMF EVENT: MILLENNIUM	0
11-Apr	BMV	ISSUANCE OF STOCK MARKET CERTIFICATES	0
11-Apr	BMV	Issuance of Certificados Bursátiles	0
11-Apr	PRN	Banco Santander Mexico Will Report 1Q19 Results Before Market Open On April 30th, 2019	1
11-Apr	BFW	Mexican Lower House Passes Labor Overhaul Bill in General Terms	1
11-Apr	NTX	Mexico-Toluca train, example of corruption and poor planning: Urzúa	0
14-Apr	GO6	Radio Pakistan: Russia lauds Turkish position in response to US pressure: Kremlin	0
14-Apr	NYT	Istanbul Dispatch: Arab Exiles Sound Off Freely in Istanbul Even as Turkey Muffles Its Own Critics	0
14-Apr	CTX	Kremlin praises Turkish stance on S-400 missiles purchase	0
14-Apr	PTI	Turkish economist says detained by Istanbul police	0
14-Apr	TEL	What Does Erdogan's Surprise Election Defeat Mean for the Turkish Economy?	1
14-Apr	CTX	Spotlight: U.S. would block foreign loans to force Ankara to toe	0
14-Apr	BN	Turkey Detains Economist for Insulting President on Social Media	0
13-Apr	CTX	Spotlight: Turkey urges stability in Sudan, key for influence in	0
13-Apr	GO8	Turk. Presidency: President Erdogan attends Mustafa Yazici's funeral	0
13-Apr	BN	Turkey's Central Bank Chief Says Inflation to Decline Gradually	1
13-Apr	BN	* TURKISH CEN. BANK PUBLISHES GOVERNOR'S PRESENTATION AT IMF	0
13-Apr	BN	* CETINKAYA: TURKISH C / A BALANCE SEEN MAINTAINING IMPROVING PATH	0
13-Apr	BN	* TURKEY CENTRAL BANK CHIEF SAYS INFLATION TO DECLINE GRADUALLY	0
13-Apr	GO8	Rep of Turkey CB: Governor Murat Çetinkaya's Presentation on "Macroeconomic Outlook and Monetary Policy in Turkey" (Washington	1
13-Apr	FTI	Turkish lira slides as finance minister struggles to impress fund managers	1
12-Apr	APW	European Rights Body Urges Turkey to Respect Voters' Choice	0
12-Apr	FTI	Turkish lira slides as finance minister struggles to impress	0
12-Apr	GO9	WTO Committees: Committee on Anti-Dumping Practices - Semi-annual report under article 16.4 of the Agreement - Turkey	0
12-Apr	GO9	WTO: WTO establishes panel to review Turkish duties on Thai air conditioners	0
12-Apr	BN	* IMF'S THOMSEN: CRITICAL FOR TURKEY TO USE TIGHT MONETARY POLICY	1
12-Apr	TCB	Turkish Lira Currency Swap Market	1
12-Apr	BN	Albayrak's Turkey Briefing Is Said to Disappoint U.S. Investors	1
12-Apr	DPA	1ST LEAD Video game features opposition candidate's route to Greater Istanbul By Ergin Hava, DPA	0
12-Apr	DPA	REFILE Video game features opposition candidate's route to Istanbul	0
12-Apr	DPA	Video game features opposition candidate's route to Istanbul	0
12-Apr	GO9	WTO Committees: Committee on Agriculture - Notification - Turkey - Export subsidy 04/12/2019	0
12-Apr	ILS	Turkey is a victim of the renewed volatility of the market	1
12-Apr	BN	Turkey FinMin Leaves U.S. Investors Unconvinced: Reuters Link	0
12-Apr	BES	CNBC Wires: Turkey's Albayrak leaves investors unconvinced in Washington -sources	0
12-Apr	GO5	EU Commission: EU Facility for Refugees in Turkey: third annual report shows continued vital and tangible support for refugees	0
12-Apr	BN	Turkey Resident FX Deposits Fell $ 51 Million Last Week	1
12-Apr	BN	Erdogan's Party to Formally Ask for Fresh Election in Istanbul	1
12-Apr	BFW	Turkey's CHP Says Govt Pressuring Supreme Election Board	1
12-Apr	BN	* TURKEY OPPOSITION CHP'S SPOKESMAN FAIK OZTRAK SPEAKS IN ANKARA	0
15-Apr	FTI	Brazil business optimism returns under Bolsonaro	1
15-Apr	NYT	Bolsonaro, a Combative 'Soldier,' Gets Off to a Rocky Start in Brazil	0
14-Apr	ANS	>>> ANSA / Bufera your Bolsonaro e la Shoah. Rivlin, non perdoneremo	0
14-Apr	BES	Folha: In a message to Israel, Bolsonaro reviews the statement that it is possible to 'forgive the Holocaust'	0
14-Apr	EPN	Petrobras loses 7,360 million after Bolsonaro's interference in prices	0
14-Apr	NYT	Israel Chides Brazilian on Holocaust Remark	0
14-Apr	ANS	Rivlin attacked Bolsonaro sulla Shoah, 'non perdoneremo mai'	0
14-Apr	NPW	Brazil to auction oil camps despite environmental warnings	1
14-Apr	NYT	Can the Holocaust Be Forgiven? Bolsonaro Says Yes, Drawing Israelis' Ire	0
14-Apr	APW	Brazilian President Faces Opposition in New York	0
14-Apr	BN	China Watched for Signs of Stabilization: Global Economy Week	0
14-Apr	GO1	State Dept: Secretary Pompeo's Call With Brazilian Foreign Minister Ernesto Araujo	0
14-Apr	APW	Brazilian President Faces Opposition in NY Over Museum Event	0
13-Apr	BN	Brazil's Economy Minister Says He Can 'Fix' Petrobras Situation	1
13-Apr	BN	* IF BOLSONARO DID SOMETHING IMPROPER, WE CAN FIX IT: GUIDES	0
13-Apr	BN	* BRAZIL FINMIN PAULO GUEDES SPEAKS TO REPORTERS IN WASHINGTON	0
13-Apr	BN	* BRAZIL FINMIN SAYS HE'LL DEAL W / PETROBRAS WHEN HE RETURNS HOME	0
13-Apr	DPA	Bolsonaro's remark that Holocaust can be forgiven sparks Israeli ire	0
13-Apr	NYT	Was Money to Help Women in Brazil's Politics Funneled to Men?	0
13-Apr	BES	Estadão: Bolsonaro opens the Planalto to politicians and attends 'no retail'	0
13-Apr	ANS	Bolsonaro, the Shoah if I fuck 'I'll forgive. Yad Vashem, sbaglia	0
13-Apr	BES	Estadão: Tereza Cristina leads to Bolsonaro farmers concern with the freight table	0
13-Apr	BFW	Eletrobras Questions Aneel Decision on Excessive Reimbursement	0
13-Apr	BES	Aneel's director says there is no way to pay off energy tariffs without discussing a tax reduction	1
13-Apr	PTI	Sterlite Power Signs Concession Agreement for the Pampa Project in Rio Grande do Sul	0
13-Apr	CTX	Brazil voices concern over escalating violence in Libya	0
13-Apr	NYT	Campaign Finance Inquiry Rocks Brazil's Party Bosses	0
13-Apr	NTX	Bolsonaro calls for meeting of ministers after the fall of Petrobras	0
13-Apr	EPN	Petrobras loses 7,360 million after Bolsonaro's interference in prices	1
13-Apr	GO7	Presidency VE: President Maduro rejected Bolsonaro's assault on national sovereignty	0
13-Apr	BFW	Maduro Says Brazil's Bolsonaro Threatens War Against Venezuela	0
13-Apr	BN	* VENEZUELA'S MADURO SAYS BRAZIL'S BOLSONARO IMITATES HITLER	0
13-Apr	BN	* MADURO SAYS BOLSONARO ACTING WITH HOSTILITY TOWARD VENEZUELA	0
12-Apr	BFW	Norsk Hydro Says Brazil Court Considering Alunorte Decision	0
12-Apr	BN	* NORSK HYDRO SAYS BRAZIL COURT CONSIDERING ALUNORTE DECISION	0
12-Apr	BLW	Brazil Agrees to Slash Environmental Fines for Companies	1
12-Apr	BFW	In D.C., Brazil Econ. Minister Declines to Comment on Petrobras	0
12-Apr	BFW	Petrobras: Price Decision Followed Govt Alert on Possible Strike	0
12-Apr	BES	After intervention at Petrobras, the state's president anticipates returning to Brazil	0
12-Apr	BFW	* IN D.C., BRAZIL ECON. MINISTER DECLINES TO COMMENT ON PETROBRAS	1
12-Apr	CFL	ROSSI: Annual 12/31/2018	0
12-Apr	BFW	* AVIANCA BRASIL HAS 10 PLANE LICENSES CANCELED: AVIATION AGENCY	0
12-Apr	BFW	Brazil President is Against Intervening on Petrobras: Spokesman	1
12-Apr	BFW	* LEARNING PETROBRAS'S PRICING DETAILS IS NOT INTERVENTION: GOVT	0
12-Apr	BFW	* BOLSONARO NEEDS TO LEARN DETAILS OF PETROBRAS'S PRICING: GOVT	0
12-Apr	BFW	* BRAZIL GOVT IS NOT HOSTAGE TO ANYBODY: PRESIDENTIAL SPOKESMAN	0
12-Apr	BFW	* BRAZIL PRESIDENT SEEKS TO REBALANCE RELATION WITH TRUCK DRIVERS	0
14-Apr	NTX	Green Party does not want ministers of the Court in federal Judicature	0
14-Apr	NTX	INE ratifies candidacy of Luis Miguel Barbosa to govern Puebla	0
14-Apr	NTX	They make recommendations to the Ministry of Health for inadequate medical care	0
14-Apr	BES	People's Daily: Mexican Migration Authorities Return 204 Migrants to Honduras	0
14-Apr	NTX	Deputy asks to be watched tariff of cellular telephone providers	0
14-Apr	APW	Migrants Dropped Off in New Mexico; City Asks for Donations	0
14-Apr	GO7	SHCP Mexico: Communiqué No. 039 The SHCP reports on the follow-up to the permanent process of Indigenous Consultation in the Isthmus of	0
14-Apr	NTX	Migrants thank the Mexican government for transiting facilities	0
14-Apr	BES	AmericaEconmia: Mexican Secretary of the Treasury says it does not expect rating agencies to lower more Pemex	1
14-Apr	NTX	We will not tolerate bad practices in Young People Building the Future: STPS	0
13-Apr	GO7	SEMARNAT: Comprehensive attention will be given to the waste problem in Sumidero Canyon: Semarnat	0
13-Apr	BN	Mexico Seeks to Shield 'Reputation' With Sound Budget Surplus	1
13-Apr	GO7	SHCP Mexico: Communiqué No. 038 XIX Meeting of Finance Ministers of the Pacific Alliance	0
13-Apr	GO7	SHCP Mexico: Statement No. 037 The Secretary of the Treasury and Public Credit participates in the IMF Spring Meetings and	0
13-Apr	BN	* MEXICO'S URZUA BELIEVES PEMEX WILL NOT SUFFER RATING DOWNGRADE	1
13-Apr	BN	* MEXICO WILL NOT CHANGE PRIMARY SURPLUS TARGET OF 1% / GDP: URZUA	1
13-Apr	BN	* MEXICO FINANCE MINISTER URZUA SPEAKS TO REPORTERS IN WASHINGTON	0
13-Apr	NTX	Migrants will travel in 45 buses from Tapachula to Mexico City	0
13-Apr	APW	Migrants Break Border Gate, Force Their Way Into Mexico	0
13-Apr	GO1	Cham of Commerce: U.S. Chamber Co-Hosts 11th U.S.-Mexico CEO Dialogue	0
13-Apr	CTX	Seven dead in highway car crash in central Mexico	0
13-Apr	NTX	Banco Santander shares rose 11.06% after offer announcement	1
13-Apr	APW	Migrants Break Border Gate, Force Their Way Into Mexico	0
13-Apr	NTX	Economic growth will be around 2.0 percent: Treasury	1
13-Apr	GO7	Banco de Mexico: "The task for emerging markets", Javier Guzman, Deputy Governor of Banco de México - 04/12/2019	1
13-Apr	BMV	COCA-COLA FEMSA PRESENTS THE ANNUAL REPORT OF 2018 BEFORE THE CNBV AND SEC	0
13-Apr	BMV	Coca-Cola FEMSA presents the 2018 Annual Report to the CNBV and	0
13-Apr	GO7	Banco de México: "The task for emerging markets", Javier Guzmán, Deputy Governor of the Bank of Mexico (available only in	0
13-Apr	NTX	Receive the Capital City Government Plan 2019-2024	1
13-Apr	SPA	MLB: With a presidential pitch, baseball gets a boost in Mexico	0
13-Apr	GO7	SRE: Mexico and Cuba celebrate the VII Meeting of the Permanent Mechanism of Information and Political Consultations	0
12-Apr	GO7	SEMAR: Implements the Secretary of the Navy - Armada De Mexico Operation Salvavidas "Semana Santa 2019"	0
12-Apr	EDG	Coca Cola Femsa Sab De Cv: 20-F 2018/12/31	0
12-Apr	NTX	Issue call for tender of the Pilares program in the city	0
12-Apr	BN	* MEXICO, U.S. OFFICIALS TO TALK TRAIN INVESTMENT IN MAY: EBRARD	1
12-Apr	BMV	REPORTING OF FINANCIAL INFORMATION OF THE FIRST, SECOND, THIRD	1
12-Apr	NTX	Arrangement deadlines for shrimp species in the Gulf of Mexico	0
12-Apr	NTX	United States gives archaeological piece back to Mexico	0
12-Apr	BFW	AMLO Thanks Trump for Respecting Mexico on Immigration, Trade	0
12-Apr	NTX	Alejandro Aguilera will replace Simón Levy in the Ministry of Tourism	0
15-Apr	CTX	Turkey's ruling party says votes stolen in Istanbul	0
15-Apr	GO6	Pak Press Info: PR No.110 Pakistan judicial delegation visits Turkey Islamabad: April 15, 2019	0
15-Apr	GO5	Rep of Belarus: Official visit to Turkey	0
15-Apr	ANA	EU-Turkey migration agreement to success, German Chancellor's	0
15-Apr	BN	Turkey's Budget Deficit Ratio Approaches Eight Year High (1)	0
15-Apr	BN	* TURKEY VOTE BODY REINSTATES VOTE RECOUNT IN MALTEPE / ISTANBUL: AA	0
15-Apr	TCB	Turkish Lira Currency Swap Market	0
15-Apr	AXS	It was an absolute s ** t show: Turkey's finance minister held the worst meeting ever	0
15-Apr	BN	* AKP'S YILDIRIM CITES `ORGANIZED EVIL 'IN LOCAL ISTANBUL VOTE	0
15-Apr	BN	Erdogan's Slog in Cities Underscored by Decade-High Joblessness	1
15-Apr	BN	* YILDIRIM SAYS ISTANBUL ELECTION HAS BEEN `MESSED UP '	0
15-Apr	BN	* TURKEY RULING AK PARTY'S BINALI YILDIRIM SPEAKS IN ISTANBUL	0
15-Apr	BN	* YILDIRIM SAYS VOTES IN LOCAL ISTANBUL POLLS WERE `POCKETED '	0
15-Apr	BN	Turkey March Central Budget Deficit 24.5 Billion Liras	1
15-Apr	BN	Turkey Budget Gap Hints at Last-Ditch Spending Blitz Before Vote	0
15-Apr	BFW	Turkey Central Government Budget Deficit 24.5b Liras in March	0
15-Apr	BN	* TURKEY CENTRAL GOVERNMENT BUDGET DEFICIT TRY24.5B IN MARCH	0
15-Apr	BFW	Lira Hugs Key Handle With Istanbul Rerun in Focus: Inside Turkey	1
15-Apr	BN	* TURKEY CENBANK LENDS 9.0BLN LIRAS IN 1W REPO, BIDS 18.7BLN	1
15-Apr	ERO	Economy / Labor.- The unemployment shoots to 14,7% in Turkey and marks maximums of a decade	1
15-Apr	HUR	Turkish budget posts $ 6.5 billion deficit in first quarter	1
15-Apr	HUR	Head of Turkey-US Business Council: It is time to talk business	0
15-Apr	HUR	Head of Turkey-US Business Council: It is time to talk business	0
15-Apr	HUR	Turkey's trade with Middle East surpasses $ 40 billion	1
15-Apr	HUR	Turkey's finance minister holds talks with international investors in US	0
15-Apr	HUR	Turkey sharpening SMEs' competitive edge: Tech minister	0
15-Apr	HUR	Turkey's auto industry produces over 360,000 vehicles in Q1	0
15-Apr	HUR	Turkey returns griffon vulture to Serbian home	0
15-Apr	HUR	Turkey to promote 'green future' at China Expo	0
15-Apr	HUR	Serbia to refute EU opposition to TurkStream's 2nd line	0
15-Apr	HUR	Current account gap shrinks to $ 718 million in February	0
15-Apr	HUR	Turkish economy to recover from recession in 2020: IMF	0
15-Apr	HUR	Turkey to focus on structural reforms: Treasury minister	0
15-Apr	HUR	Election board accepts main opposition CHP's appeal for Maltepe	0
15-Apr	HUR	AKP mayoral candidate tells Istanbul rival to 'patiently wait for results'	0
15-Apr	HUR	No genocide, colonialism in Turkey's history: FM Çavusoglu	0
15-Apr	HUR	Turkey has much to demand back from NATO: Academic	0
15-Apr	HUR	Yüksel to 'contribute to justice in Europe'	0
15-Apr	HUR	Turkey set to invest $ 11 billion in energy efficiency	0
15-Apr	HUR	Turkish Cargo shipments up 9.6 percent	0
15-Apr	HUR	Uber to scale down operations in Turkey	0
15-Apr	HUR	Turkey, Russia create 900 million euro investment fund	0
15-Apr	HUR	Facebook to levy tax on local ads in Turkey	0
15-Apr	HUR	Honda to end Turkey production after 2021	0
15-Apr	HUR	Number of mobile subscribers reaches 80 million in Turkey	0
15-Apr	HUR	At least 108 workers killed in Turkey in March: Report	0
15-Apr	HUR	37 percent of Turkish consumers prefer domestic products	0
15-Apr	HUR	Turkey's participation banks' profits jump 33 pct	0
15-Apr	HUR	Turkish government to unveil economic reforms on April 10	0
15-Apr	HUR	Turkish Treasury posts $ 2.7 bln cash deficit in March	0
15-Apr	HUR	Turkish budget posts $ 6.5 billion deficit in first quarter	0
15-Apr	HUR	Head of Turkey-US Business Council: It is time to talk business	0
15-Apr	HUR	Turkish budget posts $ 6.5 billion deficit in first quarter	0
15-Apr	HUR	Head of Turkey-US Business Council: It is time to talk business	0
15-Apr	HUR	Turkey's trade with Middle East surpasses $ 40 billion	0
15-Apr	HUR	Turkey's unemployment rate stands at 14.7 percent in January	0
15-Apr	HUR	Turkey's finance minister holds talks with international investors in US	0
15-Apr	HUR	Turkey sharpening SMEs' competitive edge: Tech minister	0
15-Apr	HUR	Turkey's auto industry produces over 360,000 vehicles in Q1	0
15-Apr	HUR	Turkey returns griffon vulture to Serbian home	0
15-Apr	HUR	Turkey to promote 'green future' at China Expo	0
15-Apr	HUR	Serbia to refute EU opposition to TurkStream's 2nd line	0
15-Apr	HUR	Current account gap shrinks to $ 718 million in February	0
15-Apr	HUR	Turkish economy to recover from recession in 2020: IMF	0
15-Apr	HUR	Turkey to focus on structural reforms: Treasury minister	0
15-Apr	HUR	Election board accepts main opposition CHP's appeal for Maltepe	0
15-Apr	HUR	AKP mayoral candidate tells Istanbul rival to 'patiently wait for results'	0
15-Apr	HUR	No genocide, colonialism in Turkey's history: FM Çavusoglu	0
15-Apr	HUR	Turkey has much to demand back from NATO: Academic	0
15-Apr	HUR	Yüksel to 'contribute to justice in Europe'	0
15-Apr	HUR	Turkey set to invest $ 11 billion in energy efficiency	0
15-Apr	HUR	Turkish Cargo shipments up 9.6 percent	0
15-Apr	HUR	Uber to scale down operations in Turkey	0
15-Apr	HUR	Turkey, Russia create 900 million euro investment fund	0
15-Apr	HUR	Facebook to levy tax on local ads in Turkey	0
15-Apr	HUR	Honda to end Turkey production after 2021	0
15-Apr	HUR	Number of mobile subscribers reaches 80 million in Turkey	0
15-Apr	HUR	At least 108 workers killed in Turkey in March: Report	0
15-Apr	HUR	37 percent of Turkish consumers prefer domestic products	0
15-Apr	HUR	Turkey's participation banks' profits jump 33 pct	0
15-Apr	HUR	Turkish government to unveil economic reforms on April 10	0
15-Apr	HUR	Turkish Treasury posts $ 2.7 bln cash deficit in March	0
15-Apr	REU	EMERGING MARKETS-Emerging shares rise on trade hopes, China data; Turkey's lira drops	1
15-Apr	INV	Turkey's Central Bank Chief Says Inflation to Decline Gradually	1
16-Apr	CTX	Brazil condemns terrorist attacks in Pakistan	0
16-Apr	APW	NY Museum Will not Host Event Honoring Brazilian President	0
16-Apr	DPA	SIDEBAR US museum no longer hosting Bolsonaro gala after backlash	0
16-Apr	FTI	FastFT: US museum backs out of gala honoring Brazil's Bolsonaro	0
16-Apr	NYT	Natural History Museum Will Not Host Gala for Brazil's President	0
16-Apr	BES	UOL Brazil: CCJ approves the tax budget; text goes to the Chamber plenary	1
16-Apr	BFW	Braskem Says Brazil Court Blocked Decision on BRL2.7b Dividends	1
16-Apr	BFW	Brazil Govt House Leader Says Commit to Vote on Pension Next Week	1
16-Apr	BFW	Brazil Speaker Says Cmte to Vote on Pension Bill Tuesday Night	0
16-Apr	ERO	USA / Brazil.- The American Museum of Natural History of the USA refuses to host an event in tribute to Bolsonaro	0
16-Apr	BFW	* BRASKEM SAYS BRAZIL COURT BLOCKED BRL2.7B DIVIDEND PAYMENT	0
16-Apr	BFW	* BRAZIL GOVT HOUSE LEADER SAYS CMTE TO VOTE ON PENSION NEXT WK	0
15-Apr	GO7	Presidency VE: National Government strengthens Bolivarian Diplomacy of Peace with Brazil	0
15-Apr	BFW	* BRAZIL SPEAKER SAYS CMTE TO VOTE ON PENSION BILL TUESDAY NIGHT	0
15-Apr	BFW	* BRAZIL HOUSE CMTE HEAD SAYS BUDGET BILL TO BE VOTED ON TODAY	1
15-Apr	BFW	* BOLSONARO NEEDS TO BE MORE ASSERTIVE ON PENSION: HOUSE SPEAKER	0
15-Apr	BFW	* BRAZIL HOUSE SPEAKER SAYS TAX REFORM TO START BY END OF MAY	1
15-Apr	BFW	* BRAZIL HOUSE SPEAKER SAYS 2 MONTHS NEEDED FOR PENSION APPROVAL	0
15-Apr	BFW	* DELAY WILL NOT MAKE A DIFFERENCE FOR PENSION BILL: BRAZIL SPEAKER	0
15-Apr	GO7	Presidency VE: Venezuelan Foreign Minister held meeting with Brazilian Senator	0
15-Apr	REU	Brazil's economic activity falls in February by most in nine months	1
15-Apr	BRR	Why does Brazilian industry keep shrinking?	1
